,Low strength of wifi level,Light duration during afternoon,Frequency of wifi,Light duration during evening,Phonelock duration during afternoon,High strength of wifi level,Wifi times of gps_network_type,Network times of gps provider,Phonecharge duration during morning,Phonelock duration during evening,Bluetooth class,Phonecharge duration during afternoon,Phonelock duration during night,Medium strength of bluetooth level,The frequency of changing building,High strength of bluetooth level,Medium strength of wifi level,Average duration of each conversation during night,Phonelock duration during morning,Daily average 1 ratio during night,Audio daily average 0 ratio,Total counts of bluetooth mac address,Daily average 2 ratio during night,Average bearing,Total counts of wifi-bssid address,Low strength of bluetooth level,Audio daily average 1 ratio,Daily average 0 ratio during day,Daily average unknown activity ratio during night,Daily average 0 ratio during night,Gps times of gps provider,Average duration of each long-time conversation(>10 mins),Average accuracy,Phonecharge duration during night,Average duration of each conversation,Average duration of each conversation during day,Daily average running ratio during day,Daily average 0 count during night,Audio 0 times count,Daily average 1 times during day,Audio 1 times count,Audio daily average 1 times,Daily average 2 times during day,Daily average 1 times during night,Light duration during night,Daily average unknown activity ratio during day,Audio daily average 2 times,Phonecharge duration during evening,Audio 2 times count,Daily average stationary ratio,Audio daily average 0 count,Light duration during morning,Daily average walking ratio during day,Daily average walking ratio,Daily average unknown activity ratio,Daily average 0 count during day,Daily average stationary ratio during night,Daily average running ratio,Daily average 1 ratio during day,Daily average 2 times during night,Positive
u23,20.429,0.0421,6278.2,0.0659,0.0526,55.993,2076.0,2076.0,0.027000000000000003,0.0513,327.37,0.0307,0.07200000000000001,14.017,60,79.443,23.578000000000007,669.5279893005768,0.2083,0.27694146425992383,0.5291811666261129,34.663000000000004,0.20240410460608213,16.18,46.471,6.539,0.2745465265860369,0.536999058163709,0.026477444419378843,0.5206544311339939,812.0,1692.5314518317505,26.41,0.1492,619.6928189717703,575.9723048790737,0.009074738802293794,237992.9552238806,39007148.0,179684.05970149254,20802064.0,310478.5671641791,123742.14925373135,130794.50746268654,0.1415,0.02580821562463221,216262.98507462686,0.0975,14489620.0,0.924703467487972,582196.2388059702,0.1997,0.037640525066859,0.038805814549256835,0.026099430301027224,344203.28358208947,0.9206464100476726,0.010391287661744016,0.27142253644811004,92520.83582089553,0.0
u24,18.787,0.0429,6052.75,0.0103,0.0975,65.578,2121.0,2125.0,0.0281,0.0241,244.276,0.0388,0.0562,20.059,66,72.685,15.635,656.488718626066,0.0637,0.2807502886629478,0.5182456993802333,21.864,0.2145997743258989,1.3,29.404,7.256,0.2733925858785541,0.5308010993910961,0.026964397631278333,0.5046499370111533,26.0,1675.7449459631275,45.33,0.006,604.5837425078731,560.4006640375935,0.010334507189102593,150786.80597014926,24704879.0,112484.61194029848,13329261.0,198944.19402985074,83944.44776119402,86459.58208955223,0.0339,0.02743959313382724,148001.07462686568,0.0248,9916072.0,0.9185672670333148,368729.53731343284,0.0567,0.04225936222383778,0.04229474472785715,0.02724691620481945,217942.73134328358,0.9163200583602574,0.011891072034008745,0.26595576570609564,64056.62686567164,0.0
u27,9.76,0.122,4968.25,0.0096,0.1259,66.085,4410.0,4410.0,0.0546,0.0283,353.545,0.0678,0.0697,22.079,56,62.74100000000001,24.155,673.49749229308,0.0563,0.2799505698100529,0.5222941506510491,14.639,0.21632600614099184,0.62,30.285,15.18,0.2693906114998447,0.5388220053417861,0.02628917159358771,0.5037234240489553,32.0,1697.1215731700588,28.32,0.0412,622.6083366043662,578.8732406434376,0.011080318330631058,139648.1343283582,22972864.0,100041.73134328358,12051609.0,179874.76119402985,76266.94029850746,79833.02985074627,0.0839,0.026972763289537603,136177.5671641791,0.0008,9123897.0,0.9207630887928824,342878.5671641791,0.1238,0.03895877078472376,0.03974266511237251,0.026681950274135887,203230.4328358209,0.9172574887857124,0.012812295820608914,0.2593602674117169,59910.62686567164,0.0
u30,10.813,0.1777,44151.05,0.0176,0.2236,69.042,3795.0,3795.0,0.0186,0.0528,1234.772,0.1834,0.1561,23.029,74,67.155,20.145,667.4253488034416,0.1146,0.283517956579997,0.5104170203330971,48.24,0.21953093974890486,1.66,32.454,9.816,0.2768334417758648,0.5227938595737764,0.027639496547253287,0.4969511036710981,52.0,1683.2976254884281,45.7,0.0083,615.365446549723,570.5879329917346,0.010302656069595876,157224.89552238805,25756775.0,121149.29850746268,14309295.0,213571.5671641791,91000.05970149254,92422.26865671642,0.1274,0.027894718925524743,160391.6567164179,0.005,10746241.0,0.9180147986387172,384429.4776119403,0.0862,0.04200340077475096,0.04235213277969064,0.027794357914832903,227204.5820895523,0.9151996884827536,0.01183871066675925,0.26996181972146194,69391.59701492537,1.0
u31,26.107,0.1268,14463.174,0.0727,0.1089,56.753,3896.0,3949.0,0.0495,0.0606,330.6,0.0561,0.0602,22.479,56,61.499,17.14,645.5905381521168,0.0506,0.2833116483578471,0.5196872344838838,34.54,0.21132650501136704,5.87,43.822,16.023,0.2764050258151501,0.5325301956536121,0.02716088147948711,0.505361846630786,254.0,1656.9640495286335,79.11,0.0445,593.5345483418272,553.4049989135897,0.009145528986770237,180410.0447761194,29561779.0,136431.77611940302,16157435.0,241155.74626865672,98065.5223880597,104723.97014925373,0.0701,0.027124667333586483,173638.23880597015,0.0367,11633762.0,0.9213647361906466,441220.58208955225,0.0745,0.040169941292544836,0.04094991378500969,0.02716553232763781,260810.53731343284,0.9181682499147142,0.010519817696705736,0.2694701742076201,75572.71641791044,0.0
u32,8.776,0.1577,28294.55,0.0073,0.1935,76.163,3722.0,3722.0,0.0172,0.0262,1038.976,0.1778,0.1625,19.841,79,62.13399999999999,15.061,671.2070185293306,0.121,0.2806407389164711,0.5193749913074526,51.75899999999999,0.21610545728505204,1.74,51.431,18.024,0.27165370120381394,0.5337895154110975,0.026346439831351275,0.5032538037984771,98.0,1689.6529577789304,36.4,0.0419,622.2139915087764,580.0764511536104,0.010668331980261469,146938.05970149254,24104372.0,107608.85074626864,12862760.0,191981.49253731343,81418.07462686568,84372.64179104478,0.1039,0.0271737734971018,144557.9552238806,0.0007,9685383.0,0.9194509662069889,359766.74626865675,0.1133,0.04133257084017121,0.04146034579434134,0.02679691796100824,212828.68656716414,0.9170701536014564,0.0122917700376614,0.2630082937216857,63139.88059701492,1.0
u33,14.987,0.1641,9193.429,0.0332,0.1746,65.365,2754.0,2754.0,0.0202,0.0445,164.412,0.1419,0.0497,29.177,77,55.868,19.648,674.9517021112896,0.063,0.2818947723592285,0.5180798798639789,14.482,0.2213162997355299,1.08,39.947,14.955,0.2705564088909506,0.5365577423787814,0.025454107235685586,0.4967889279052416,55.0,1700.4663735272566,34.84,0.0213,628.2555368131698,587.4280186816245,0.010763812818458516,131881.02985074627,21681397.0,95010.49253731343,11495390.0,171572.98507462686,72685.41791044777,76562.49253731343,0.0767,0.02667120772442546,131173.38805970148,0.0286,8788617.0,0.9215687619352684,323602.94029850746,0.1191,0.03918874390103592,0.03980913035440534,0.02615868807782477,191721.9104477612,0.9186630071407212,0.012463419632501369,0.2600269300914764,58487.97014925372,0.0
u34,19.714,0.0246,13402.75,0.0019,0.017,68.655,1876.0,1876.0,0.0118,0.0,169.0,0.0131,0.0382,27.015,72,52.54,11.632,659.9673348272871,0.0349,0.2852695989901592,0.5199723537750834,15.268,0.206185564879493,12.2,48.203,20.445,0.2805814634892736,0.5302013244862545,0.027548164352986258,0.5085448361303478,223.0,1675.6396544019067,34.45,0.0303,612.8087916526422,570.9619157773324,0.008617929406025177,203897.25373134328,33416506.0,158829.53731343284,18586548.0,277411.1641791045,109169.01492537317,118581.62686567164,0.0425,0.02683854518880564,192056.4626865672,0.0,12867783.0,0.9231911289493208,498753.8208955224,0.0298,0.03864006330908636,0.03972883496812474,0.02716372259409748,294856.5671641791,0.9193201272549244,0.009916313488456984,0.2756281378673849,82887.44776119402,0.0
u35,24.666,0.0112,12160.7,0.0072,0.046,64.086,4155.0,4155.0,0.0169,0.0055,362.424,0.0384,0.0963,14.758,63,72.592,11.248,655.3448323204648,0.0781,0.2855737620429802,0.5196392417327311,35.701,0.207305244783564,3.43,46.611,12.651,0.2805965932268137,0.5306765293725693,0.026873401393302715,0.5071209931734558,185.0,1669.7585823958286,35.59,0.0506,609.1990775725043,567.625782263515,0.0088327094015013,199505.07462686565,32707475.0,154980.8805970149,18181593.0,271367.0597014925,106622.44776119402,116386.17910447762,0.0611,0.026408954423336288,188346.0298507463,0.0,12619184.0,0.922719948466318,488171.2686567164,0.0227,0.03921660508867685,0.040423948981433866,0.02660967090288556,288666.19402985077,0.9186351663086584,0.010246431649362557,0.2754396430837141,81723.58208955223,0.0
u36,21.283,0.2693,45790.05,0.0122,0.2828,59.523,4710.0,5108.0,0.0275,0.0191,2378.222,0.1036,0.1396,20.87,86,62.609,19.194000000000006,663.6839861654049,0.1156,0.2799701604608893,0.5249364365135334,242.767,0.2027535828408835,4.06,63.32,16.521,0.27823169924424745,0.5322002636873561,0.02710460349137707,0.5172762566982272,314.0,1686.3368679064315,209.74,0.0569,614.1535837160089,571.9373158613273,0.009351696653593256,224912.59701492536,36863324.0,174153.74626865672,20111018.0,300164.44776119397,118692.82089552238,126010.70149253732,0.066,0.026337598811381292,207110.59701492536,0.013,13876410.0,0.9230975373749334,550198.8656716418,0.1153,0.03871980589213727,0.039580907537865855,0.02667021647615606,325286.2686567164,0.9194300362381108,0.010651338611044812,0.27550896071627395,88417.77611940299,1.0
u39,13.742,0.0059,3650.4,0.0058,0.0,81.13600000000002,1200.0,1200.0,0.0,0.006,147.583,0.0,0.0097,16.430999999999994,40,58.95,5.121,628.7673976947062,0.0082,0.2490237588577395,0.5428148518341518,37.681,0.2191472055888154,3.1,60.437,24.619,0.2367748541205613,0.5548307582239419,0.026453861583855643,0.5318290355534451,149.0,1425.1104199066876,53.62,0.0039,510.2164948453608,495.9926696794239,0.0087580920663986,61015.92537313433,9896951.0,35929.68656716418,4396569.0,65620.4328358209,34070.417910447766,29690.74626865672,0.0069,0.025479561643733658,59349.37313432836,0.0,3976408.0,0.9264148748950016,147715.68656716414,0.0055,0.03575060014153173,0.03755308944032703,0.02588667954149741,86699.76119402985,0.92117512814888,0.010145356123173566,0.22488956552129885,25278.955223880595,0.0
u42,33.695,0.0918,31540.6,0.0222,0.0686,48.934,2782.0,2782.0,0.0295,0.0223,165.97299999999996,0.0091,0.0582,29.474,69,43.332,17.371,657.7339475794282,0.0556,0.2677635398854723,0.5422933998401093,16.332,0.19175156366025373,6.23,103.091,27.194000000000006,0.2698936668767484,0.5454677520279819,0.026175934523971347,0.5404848964542741,176.0,1668.3745796906524,34.2,0.0448,602.4385276122526,559.8379747196353,0.011713162186170255,294083.0,48224498.0,217647.47761194035,24675377.0,368289.2089552239,145412.19402985074,150641.73134328358,0.0733,0.029610036663844368,249917.98507462692,0.0,16744505.0,0.9201883357554458,719768.6268656716,0.0536,0.038954810630057284,0.03829106934950945,0.028212374145678176,425685.6268656717,0.9203896506316582,0.01330822074936627,0.26968703843418634,104505.79104477614,1.0
u43,17.639,0.1391,9712.095,0.0132,0.16399999999999998,62.497,4159.0,4152.0,0.0396,0.0211,160.04399999999995,0.0832,0.1107,26.826,69,61.525,19.863,656.5869313978791,0.0501,0.2645383910098386,0.5395858252771445,11.692,0.1949883502322408,4.18,20.589,11.65,0.2691554918328983,0.5407523076596006,0.027011097292398683,0.5404732587579206,143.0,1673.0735203925174,40.75,0.0225,602.4623699775648,560.9000712097364,0.011134842381778441,313178.58208955225,51396195.0,234726.62686567163,26343859.0,393191.9253731343,159443.28358208956,158465.2985074627,0.1032,0.029496589593572726,272791.7313432836,0.0,18277046.0,0.9196300513579808,767107.3880597015,0.0397,0.03842803272676233,0.039062260590382,0.02849133358559275,453928.80597014923,0.9173585110894432,0.012816354466044328,0.2708091520701074,113348.44776119402,1.0
u44,12.86,0.0741,11217.524,0.0104,0.1523,77.381,3824.0,3824.0,0.0354,0.0524,346.281,0.0206,0.1465,18.654,54,60.166,9.759,661.5808906897737,0.0857,0.27596115422870265,0.5356454115550922,34.413000000000004,0.1982360731238518,4.62,65.508,21.18,0.27253762561647205,0.5444385820454138,0.010731545412276841,0.5258027726474457,322.0,1677.6164800716526,44.19,0.0231,597.2562723172338,548.9556405690789,0.0015197734991376807,249833.47761194035,41019308.0,184526.9552238806,21440511.0,320007.6268656717,125291.83582089553,135480.67164179106,0.0491,0.006982086138054946,219477.552238806,0.0127,14704996.0,0.9745750741054048,612228.4776119404,0.0419,0.007750515077917245,0.014930014560176591,0.008522468611241521,362395.0,0.961981390990254,0.001972442723176997,0.2686467057442836,94185.71641791043,1.0
u45,17.404,0.0813,24780.05,0.0113,0.1023,68.796,1868.0,1868.0,0.0494,0.0728,183.424,0.0098,0.07,23.344,72,58.38399999999999,13.8,676.4668267038992,0.0767,0.27629471161393515,0.5353911417482903,18.682,0.19801138565117146,14.65,60.877,18.272,0.2731729871633009,0.5440353809679453,0.027308459940961767,0.5256939027348935,435.0,1699.8695652173913,40.17,0.0549,614.1594350459483,566.9046763193184,0.004968853046777903,254000.53731343284,41762576.0,188826.58208955228,21894482.0,326783.3134328358,127409.97014925373,137956.73134328358,0.0373,0.02431460435718833,223109.9701492537,0.0,14948368.0,0.9386320112464562,623322.0298507463,0.0434,0.0249999419071472,0.028483487015849688,0.0255506833981267,369321.49253731343,0.9277466359087408,0.007333818339567326,0.2695209207331733,95700.0,0.0
u46,18.466,0.1761,17613.476000000002,0.037000000000000005,0.1505,56.183,3685.0,3726.0,0.0231,0.0482,718.1139999999998,0.1444,0.0347,34.051,85,52.882,25.351,679.2735596115504,0.0316,0.2681308458130256,0.5408716336893493,31.315,0.19274559186220386,1.86,41.434,13.068,0.2700411944812332,0.5439525009378852,0.02340412494611455,0.5391235623247705,82.0,1708.929981855054,57.18,0.0125,621.8039410015741,576.5265599890872,0.007345598876831531,288336.3582089552,47267934.0,213976.0298507463,24270754.0,362250.0597014925,144216.23880597015,148274.02985074627,0.0243,0.02607115442624142,247491.94029850746,0.0184,16581960.0,0.9304178925719148,705491.5522388059,0.0475,0.03817360841504357,0.035665757944009745,0.024974375970737928,417155.19402985077,0.9325745295524436,0.008941973513338019,0.2697160676906432,103275.70149253732,1.0
u47,9.113,0.0466,7145.632,0.0046,0.0683,73.525,3203.0,3348.0,0.0607,0.0089,331.821,0.0309,0.047,27.317,68,59.143,17.362000000000002,674.6929029180402,0.0447,0.2724434146222351,0.5392954427651212,31.928,0.19734836333454767,3.1,29.553,13.54,0.2700083173699795,0.5474662138249939,0.022831356615628517,0.5302082220432173,70.0,1703.6790292078174,151.79,0.0259,616.1325266984776,571.3469945599599,0.004015258976433016,266514.6865671642,43841481.0,195026.3731343284,22547823.0,336534.67164179106,132606.49253731346,141508.2985074627,0.0271,0.024283371056156536,231871.19402985074,0.0,15535370.0,0.9432310221649473,654350.4626865672,0.0251,0.024915114783904214,0.027464651602588847,0.023656475647524502,387835.77611940296,0.9372282717458452,0.005647850584939708,0.26687858670730363,99264.70149253732,1.0
u49,17.891,0.0209,22965.107000000004,0.0323,0.1076,59.618,3359.0,3402.0,0.0974,0.0799,3839.792,0.0647,0.1161,18.194000000000006,83,46.995,22.491,689.5964931999748,0.0923,0.22422297725085366,0.5119395311196673,156.593,0.25722000750868546,6.1,62.857,34.811,0.2201028839109755,0.5105963886074878,0.029122130050765107,0.5185570152404612,509.0,1701.021519134582,55.65,0.0431,617.7851111603047,560.0435509754664,0.008820178541998378,30645.716417910447,4884394.0,17966.388059701494,2137785.0,31907.238805970148,22973.940298507467,13940.850746268658,0.0365,0.025655215062552496,38565.611940298506,0.0448,2583896.0,0.9195517427963495,72901.40298507463,0.0284,0.039192761635683186,0.042622829089873984,0.027074520509570814,42255.68656716418,0.9098996394448484,0.01075090760420582,0.21511932572559075,15591.671641791045,1.0
u50,22.184,0.0904,18210.25,0.0077,0.0488,49.43600000000001,2739.0,2743.0,0.035,0.0072,902.4,0.0034,0.0694,17.472,51,66.046,28.38,667.8537892141446,0.078,0.27591573669565284,0.532083868363613,118.218,0.2007023112952737,3.18,140.565,16.482,0.2735637243413076,0.5400696045348929,0.01886787819569476,0.5233819520090736,184.0,1686.1991533222895,36.85,0.0248,602.0296353875676,552.6412493214992,0.001273381138307688,242619.94029850746,39813287.0,181769.7910447761,21026146.0,313823.0746268657,124252.58208955225,132053.28358208956,0.0273,0.008348551819234877,217186.19402985074,0.0,14551475.0,0.9714868033459212,594228.1641791045,0.0198,0.009554711627608244,0.014692019291874641,0.012384148037935631,351608.22388059704,0.9571916765881264,0.001437029324268358,0.270432757837248,92933.61194029848,0.0
u51,23.597,0.1292,18445.087,0.0103,0.2616,53.462,5882.0,6218.0,0.004,0.0288,758.449,0.2014,0.2268,24.012,79,52.414,22.94,670.1115157025804,0.1535,0.2743499919235031,0.5378633880293838,89.76799999999999,0.19744092734209626,2.68,59.168,23.574,0.2714699774743364,0.5464560887672065,0.022586527124604846,0.5282090807344005,148.0,1690.9815039701075,178.83,0.021,606.3989562624254,558.5636167709183,0.005435446254273688,262046.0,43095612.0,192953.98507462686,22351309.0,333601.6268656717,130508.85074626865,140647.64179104473,0.1243,0.0131572279812855,228561.62686567163,0.0012,15313629.0,0.9449121819958016,643218.0895522388,0.128,0.025722726922307586,0.029776587586254705,0.016894264668501482,381172.0895522388,0.9284596709186692,0.008416965749442356,0.2680029576448595,98052.776119403,0.0
u52,12.37,0.1538,151418.545,0.0137,0.1951,71.605,4391.0,4481.0,0.0299,0.0607,491.721,0.0905,0.1095,12.254,51,80.893,16.025,682.6613330100413,0.1443,0.2686459722277679,0.5443778251561283,26.596,0.19302366248858369,7.89,889.2710000000002,6.853,0.2687219922553176,0.5505441899119313,0.026162833104304364,0.5383303652836485,542.0,1698.6305565078278,69.56,0.0316,614.0166054507855,558.4586922488371,0.013164471306575123,281661.9552238806,46274951.0,205550.58208955228,23523417.0,351095.77611940296,136797.4776119403,145545.19402985074,0.0624,0.02816628183632648,238106.5820895523,0.0045,15953141.0,0.9180132251662776,690670.9104477612,0.1482,0.04208401844741418,0.03999428654600736,0.0273402119902532,409008.9552238807,0.919223517024418,0.01465227629746205,0.2671120244099691,101309.10447761194,1.0
u53,15.285,0.0859,35303.8,0.0126,0.1754,62.764,3653.0,3653.0,0.0246,0.0428,302.949,0.0673,0.1662,19.272,75,74.795,21.951,674.7560525233002,0.118,0.27242192567125834,0.5408159915707493,37.627,0.19490826777356146,3.23,149.719,5.933,0.2704810023875365,0.5483748722808004,0.023403309944224952,0.5326698065551801,272.0,1705.1948692152914,27.48,0.0274,613.5359967606964,566.4838972411561,0.0041770364076246964,274214.6417910448,45081755.0,200833.6417910448,23180943.0,345984.22388059704,134915.49253731346,145150.58208955225,0.1121,0.023926293284264603,235474.3731343284,0.004,15776783.0,0.943696058380511,672862.0149253731,0.0786,0.023974209051612464,0.02665201892513304,0.02367178563167912,398647.3731343283,0.936744566550986,0.00598013706267704,0.2676385324994349,100558.88059701493,1.0
u56,16.445999999999998,0.0471,13101.2,0.0201,0.0997,68.007,3313.0,3511.0,0.0044,0.0231,132.94299999999998,0.0735,0.1188,25.317,70,71.911,15.547,650.3652063604159,0.0724,0.26577735260860913,0.5430753689305754,15.667,0.19171373378736772,1.73,42.058,2.772,0.2685177728753734,0.5453346602887333,0.02586802338075716,0.5425089136040231,100.0,1665.8413057766745,165.34,0.019,599.9809693610589,561.2095225122284,0.012176830442682756,300609.8805970149,49275728.0,221612.7910447761,25044518.0,373798.77611940296,149398.58208955225,152185.98507462686,0.0993,0.029617470231042036,255776.25373134328,0.0154,17137009.0,0.9183439972953992,735458.6268656716,0.0722,0.040972599758935725,0.03975450635606319,0.02804850204517734,434848.7462686568,0.9193588326447644,0.013852994303360379,0.26877067160983803,106377.67164179104,0.0
u57,12.678,0.2501,28505.286,0.0148,0.2473,68.805,4749.0,4867.0,0.0459,0.0517,1370.696,0.2077,0.0879,10.691,80,86.272,18.518,658.3369127072043,0.0513,0.2648663270651779,0.5392606664163683,81.992,0.19412976759720613,11.0,139.805,3.037,0.2693982876002728,0.5398414133549327,0.02858914707643047,0.5410039053376159,989.0,1680.2315302377535,71.35,0.0268,602.4492272563903,560.104636159012,0.012417826571435414,307469.19402985077,50345271.0,230152.40298507464,25840192.0,385674.50746268657,156849.19402985074,155522.10447761195,0.0869,0.02966749468015136,267380.94029850746,0.0105,17914523.0,0.9150626164141284,751421.9552238806,0.0922,0.041185973875478885,0.04127201653524349,0.02922559050502943,443952.76119402976,0.9123123622165318,0.014439776545598504,0.2709736113376236,110531.74626865672,1.0
u58,22.035,0.1114,19030.5,0.0269,0.2216,55.887,5710.0,5748.0,0.0156,0.0325,95.289,0.1618,0.1552,23.834,68,68.983,22.077,724.7272955356121,0.1438,0.2086473988022615,0.4822238293451746,12.393,0.2863610701713312,3.3,58.736,7.183,0.21754117836912906,0.4698224308753505,0.02952967820312889,0.5049915310264073,275.0,1704.1845347313238,55.26,0.0194,659.1099559403262,605.5320161540885,0.008928988568050585,21351.686567164186,3400633.0,13667.835820895525,1504370.0,22453.28358208956,19317.313432835814,8785.44776119403,0.1316,0.026050752056622058,31258.701492537315,0.0136,2094333.0,0.9189936244175586,50755.71641791045,0.0928,0.03921370902557776,0.04266220832444628,0.027472001686570272,29404.02985074627,0.9092925939198521,0.010872165571424695,0.22149407653657288,11941.388059701492,0.0
u59,13.905,0.1677,27778.15,0.0273,0.1485,68.97,5436.0,5713.0,0.0831,0.0252,205.867,0.1711,0.0565,0.6579999999999999,75,97.938,17.125,694.5068983952748,0.0321,0.18267824001369268,0.455781330994094,13.994000000000002,0.3521733227698248,3.02,84.677,1.403,0.17730478372595734,0.4473922658944859,0.029703361052309318,0.4651484372164825,127.0,1701.914733390016,158.19,0.0299,622.8987616409094,563.8190023042196,0.009011020393366627,14033.537313432837,2241609.0,7022.046153846153,785090.0,11717.76119402985,15812.046153846153,4905.328358208955,0.0681,0.026217035724522636,24737.776119402984,0.0208,1657431.0,0.9184720021269648,33456.850746268654,0.0408,0.03938550829083466,0.0429043464171246,0.02764104466173466,20020.953846153847,0.9086250916229996,0.010982606794175741,0.17006235213238574,9397.731343283582,1.0
